Product_id,Review_count,Average_sentiment
1,10,0.0
2,10,0.0
3,10,0.0
5,10,0.0
6,10,0.0
7,10,0.0
8,10,0.0
9,10,0.0
11,10,0.0
14,10,0.0
15,10,0.0
16,10,0.0
17,10,0.0
20,10,0.0
21,10,0.0
22,10,0.0
23,10,0.0
28,10,0.0
29,10,0.0
30,10,0.0
31,10,0.0
33,10,0.0
35,10,0.0
36,10,0.0
38,10,0.0
39,10,0.0
40,10,0.0
42,10,0.0
43,10,0.0
44,10,0.0
45,10,0.0
46,10,0.0
47,10,0.0
48,10,0.0
49,10,0.0
52,10,0.0
53,10,0.0
54,10,0.0
57,10,0.0
58,10,0.0
60,10,0.0
61,10,0.0
62,10,0.0
63,10,0.0
64,10,0.0
66,10,0.0
68,10,0.0
69,10,0.0
70,10,0.0
73,10,0.0
75,10,0.0
76,10,0.0
77,10,0.0
78,10,0.0
80,10,0.0
81,10,0.0
83,10,0.0
84,10,0.0
85,10,0.0
86,10,0.0
87,10,0.0
89,10,0.0
90,10,0.0
91,10,0.0
92,10,0.0
94,10,0.0
95,10,0.0
97,10,0.0
100,10,0.0
101,10,0.0
102,10,0.0
104,10,0.0
105,10,0.0
106,10,0.0
110,10,0.0
111,10,0.0
113,10,0.0
114,10,0.0
115,10,0.0
117,10,0.0
118,10,0.0
119,10,0.0
121,10,0.0
122,10,0.0
123,10,0.0
124,10,0.0
125,10,0.0
126,10,0.0
127,10,0.0
128,10,0.0
129,10,0.0
130,10,0.0
131,10,0.0
133,10,0.0
134,10,0.0
136,10,0.0
139,10,0.0
141,10,0.0
142,10,0.0
143,10,0.0
144,10,0.0
145,10,0.0
147,10,0.0
148,10,0.0
149,10,0.0
150,10,0.0
153,10,0.0
155,10,0.0
156,10,0.0
157,10,0.0
158,10,0.0
160,10,0.0
161,10,0.0
162,10,0.0
163,10,0.0
164,10,0.0
165,10,0.0
166,10,0.0
168,10,0.0
169,10,0.0
171,10,0.0
176,10,0.0
179,10,0.0
180,10,0.0
181,10,0.0
182,10,0.0
183,10,0.0
184,10,0.0
185,10,0.0
186,10,0.0
189,10,0.0
190,10,0.0
191,10,0.0
192,10,0.0
193,10,0.0
195,10,0.0
198,10,0.0
199,10,0.0
200,10,0.0
201,10,0.0
202,10,0.0
203,10,0.0
204,10,0.0
205,10,0.0
206,10,0.0
207,10,0.0
208,10,0.0
209,10,0.0
210,10,0.0
212,10,0.0
213,10,0.0
214,10,0.0
217,10,0.0
218,10,0.0
219,10,0.0
221,10,0.0
222,10,0.0
223,10,0.0
224,10,0.0
225,10,0.0
226,10,0.0
227,10,0.0
228,10,0.0
229,10,0.0
230,10,0.0
231,10,0.0
232,10,0.0
233,10,0.0
234,10,0.0
236,10,0.0
237,10,0.0
238,10,0.0
239,10,0.0
240,10,0.0
241,10,0.0
243,10,0.0
244,10,0.0
245,10,0.0
246,10,0.0
247,10,0.0
248,10,0.0
249,10,0.0
