Product_id,Review,Review_rating
268, Very poor quality, 1.0 out of 5 stars
268, Not recommended, 1.0 out of 5 stars
268, True to price., 4.0 out of 5 stars
268, Not ok for trekking, 3.0 out of 5 stars
268, Product has quality issues., 2.0 out of 5 stars
268, Light weight, 4.0 out of 5 stars
268, Bad quality, 1.0 out of 5 stars
268, Superb, 5.0 out of 5 stars
268, Worst product, 1.0 out of 5 stars
269,👍Feet comfort is Excellent  Good for casual walk & all.,5.0 out of 5 stars
269, Amazing product, 5.0 out of 5 stars
269, A value for money product, 5.0 out of 5 stars
269, Very comfortable and looks very descent, 5.0 out of 5 stars
269, You can safely ditch MNC Brands, 5.0 out of 5 stars
269, Paisa wasool product, 5.0 out of 5 stars
269, size of shoes varies, 1.0 out of 5 stars
269, Not too good, 2.0 out of 5 stars
269, Fake product by seeing the box... Hope the shoe is original sparx, 2.0 out of 5 stars
269, Had to return it... Poor experience with Sparx yet again., 1.0 out of 5 stars
270,Superb & perfect fit,4.0 out of 5 stars
270, Miserable product....., 1.0 out of 5 stars
270, Review for Sega, 5.0 out of 5 stars
270, Good, 5.0 out of 5 stars
270, Cheap n best, 4.0 out of 5 stars
270, Good, 4.0 out of 5 stars
270, Duplicate product ., 1.0 out of 5 stars
270, Comfortable.., 5.0 out of 5 stars
270, Good, 4.0 out of 5 stars
270, Good product, 4.0 out of 5 stars
271,Good product,4.0 out of 5 stars
271, Perfect shoes with good quality, 5.0 out of 5 stars
271, Fitting not good., 1.0 out of 5 stars
271, Nice, 5.0 out of 5 stars
271, Value for money., 5.0 out of 5 stars
271, Not a mesh material as it appears still good product, 4.0 out of 5 stars
271, Good shoes for trekking - Dirt and Water resistance, 5.0 out of 5 stars
271, uk 6 is the size, 4.0 out of 5 stars
271, No air passage, 4.0 out of 5 stars
271, Ok, 3.0 out of 5 stars
272,Good I like it,5.0 out of 5 stars
272, Without Packaging, 3.0 out of 5 stars
272, Fine shoes very comfortable to wear in rainy season. Only you to check size before order., 5.0 out of 5 stars
272, Quality, 5.0 out of 5 stars
272, Low Quality, 3.0 out of 5 stars
272, Damage product received, 2.0 out of 5 stars
272, 4* because of the stretches appears on surface 😭, 4.0 out of 5 stars
272, In comfortable, 1.0 out of 5 stars
272, So so, 3.0 out of 5 stars
272, I loved it, 5.0 out of 5 stars
273,👏🏻👏🏻👌🏻👌🏻,5.0 out of 5 stars
273, Nice shoe, 5.0 out of 5 stars
273, Waste of money damaged, 1.0 out of 5 stars
273, First time experience, 4.0 out of 5 stars
273, Very nice shoes, 5.0 out of 5 stars
273, Shoes shole, 1.0 out of 5 stars
273, Shoes, 5.0 out of 5 stars
273, Colour, 4.0 out of 5 stars
273, Perfect, 5.0 out of 5 stars
273, 10 days main hi side se nikal gaya, 1.0 out of 5 stars
274,Cheap quality,3.0 out of 5 stars
274, Value for money, 5.0 out of 5 stars
274, Cheap and Best!, 5.0 out of 5 stars
274, Very comfortable, 5.0 out of 5 stars
274, I want missing products, 1.0 out of 5 stars
274, Good, 5.0 out of 5 stars
274, Wrong product, 5.0 out of 5 stars
274, Good, 5.0 out of 5 stars
274, Don't purchase go for 3 pairs at this ptice, 3.0 out of 5 stars
274, Good, 5.0 out of 5 stars
275,Great job amazon.,5.0 out of 5 stars
275, Good buy, 5.0 out of 5 stars
275, A very good product and worth it, 5.0 out of 5 stars
275, Go for it, 5.0 out of 5 stars
275, Better than adidas.. very good quality, 5.0 out of 5 stars
275, Nice one., 5.0 out of 5 stars
275, Super, 4.0 out of 5 stars
275, Not as expected, 2.0 out of 5 stars
275, Good product, 5.0 out of 5 stars
275, Finishing, 5.0 out of 5 stars
276,Not recommended at this price range......,3.0 out of 5 stars
276, Bourge just awesome, 5.0 out of 5 stars
276, Good shoes, 5.0 out of 5 stars
276, Great product., 4.0 out of 5 stars
276, Shoes' collar is very tough and painful to ankles, 1.0 out of 5 stars
276, Good, 5.0 out of 5 stars
276, Worthy, 5.0 out of 5 stars
277,I GOT A POWER,4.0 out of 5 stars
277, Unmatched quality at this price., 4.0 out of 5 stars
277, Good Buy., 5.0 out of 5 stars
277, Strong and sturdy, 5.0 out of 5 stars
277, Sturdy shoes., 5.0 out of 5 stars
277, One size bigger to original size, 4.0 out of 5 stars
277, Good Shoe, 5.0 out of 5 stars
277, Just 1 month and it's tearing apart, 2.0 out of 5 stars
277, Nice product for 914Rs/-, 4.0 out of 5 stars
277, Recommended, 5.0 out of 5 stars
278,Worthful,5.0 out of 5 stars
278, Ok can try, 3.0 out of 5 stars
278, I'm dissatisfied., 1.0 out of 5 stars
278, Maintain quality, 3.0 out of 5 stars
278, Good combo but room for improvement, 3.0 out of 5 stars
278, Nice 👏👏😊😊, 5.0 out of 5 stars
278, Great deal, 5.0 out of 5 stars
278, Cheap and best, 4.0 out of 5 stars
278, Price was good as per product quality., 3.0 out of 5 stars
278, WORTH MONEY, 5.0 out of 5 stars
279,Solid shoes very good quality,5.0 out of 5 stars
280,Very nice,5.0 out of 5 stars
280, Very nice products 👍, 5.0 out of 5 stars
280, A, 5.0 out of 5 stars
280, The Shoe Unboxer, 3.0 out of 5 stars
280, Good but not practical..!!, 3.0 out of 5 stars
280, Not comfort to wear, 1.0 out of 5 stars
280, Great shoes more than satisfied, 5.0 out of 5 stars
280, Just go for it. Best running shoes in this price segment, 5.0 out of 5 stars
280, Not up to the mark, 3.0 out of 5 stars
280, Just loved it!!!!, 5.0 out of 5 stars
281,Below average quality waste of money,1.0 out of 5 stars
281, Superb, 5.0 out of 5 stars
281, Improvement require in size, 1.0 out of 5 stars
281, Nice product. I recommend it., 5.0 out of 5 stars
281, Low cost....but good product, 4.0 out of 5 stars
281, Gud one, 4.0 out of 5 stars
281, Good looking shoes with good cushion for toes., 5.0 out of 5 stars
281, Really good, 5.0 out of 5 stars
281, Worst product, 1.0 out of 5 stars
281, Good, 5.0 out of 5 stars
282,Nice & perfect fit of my size.,4.0 out of 5 stars
282, Bad quality, 1.0 out of 5 stars
282, Ridiculous Size Issue!, 1.0 out of 5 stars
282, « Made In India », 3.0 out of 5 stars
282, Shoe is quite comfortable but due to no air flow, 2.0 out of 5 stars
282," Superb Shoes coming from the ""Power"" sub-brand of Bata", 5.0 out of 5 stars
282, Smelly Shoes don't buy if you sweat or use it in damp conditions, 2.0 out of 5 stars
282, a 6 out of 10 footware., 3.0 out of 5 stars
282, Not a running shoe, 1.0 out of 5 stars
282, Supposed to be a nice shoe BUT..., 1.0 out of 5 stars
283,Not comfortable at all,1.0 out of 5 stars
283, Bought from Bourge, 5.0 out of 5 stars
283, Nice pair of shoes, 5.0 out of 5 stars
283, Not much quality, 2.0 out of 5 stars
283, Cheap cost cheap quality......, 1.0 out of 5 stars
283, Very Good Product 👌., 5.0 out of 5 stars
283, Ok but not useful for running, 2.0 out of 5 stars
283, Poor Quality, 3.0 out of 5 stars
283, Could be better fitting., 4.0 out of 5 stars
283, Comfortable, 5.0 out of 5 stars
284,Great Product,5.0 out of 5 stars
284, Not A genuine leather product, 2.0 out of 5 stars
284, product quality, 1.0 out of 5 stars
284, Decent buy not the best., 3.0 out of 5 stars
284, Dangerous shoes.. gives you shoe bite..., 1.0 out of 5 stars
284, QUALITY GOOD AND PERFECT FIT, 4.0 out of 5 stars
284, Good material. Good fitting., 4.0 out of 5 stars
284, Average., 3.0 out of 5 stars
284, Very stiff, 2.0 out of 5 stars
284, Too tough, 1.0 out of 5 stars
285,good running shoe at low price,4.0 out of 5 stars
285, Should be baned!!, 1.0 out of 5 stars
285, Very good, 5.0 out of 5 stars
285, Nice product, 5.0 out of 5 stars
285, Good Quality but Price should be low.., 4.0 out of 5 stars
285, Best for runners, 5.0 out of 5 stars
285, Inner sole was missing, 2.0 out of 5 stars
285, Product is very nice, 5.0 out of 5 stars
285, Its good, 5.0 out of 5 stars
285, Good, 5.0 out of 5 stars
286,In this price another comfortable shoes not possible very nice shoe I recommend,5.0 out of 5 stars
286, Class apart !!!!, 5.0 out of 5 stars
286, Superb, 5.0 out of 5 stars
286, Nice shoes at this price point, 5.0 out of 5 stars
286, Perfect fit as per size chart. Mine being 9, 5.0 out of 5 stars
286, Best buy, 5.0 out of 5 stars
286, Good fit Good looks., 5.0 out of 5 stars
286, Good choice in this price range., 4.0 out of 5 stars
286, Awesome!!, 5.0 out of 5 stars
286, Best on the price band, 5.0 out of 5 stars
287,Beyond Expectation. ...,5.0 out of 5 stars
287, Average Product, 2.0 out of 5 stars
287, Good but sent d small size, 4.0 out of 5 stars
287, We lost hope on amazon, 1.0 out of 5 stars
287, Value for money 💸, 4.0 out of 5 stars
287, Superb Buy, 5.0 out of 5 stars
287, Okay, 3.0 out of 5 stars
287, Bad, 1.0 out of 5 stars
287, Low quality, 1.0 out of 5 stars
287, Centrino..!, 5.0 out of 5 stars
288,Good,5.0 out of 5 stars
288, Duplicate liberty, 1.0 out of 5 stars
288, I like osm product good product, 5.0 out of 5 stars
288, Seller didn't replace as it was not fit in my leg, 1.0 out of 5 stars
288, Ok ok, 1.0 out of 5 stars
288, Okay but not that Comfortable., 2.0 out of 5 stars
288, Wow product, 5.0 out of 5 stars
288, Best in this price., 5.0 out of 5 stars
288, Nice, 5.0 out of 5 stars
288, Roadside, 2.0 out of 5 stars
289,Nice,5.0 out of 5 stars
289, Don't buy this shoes... worst quality and delivery is too late, 1.0 out of 5 stars
289, Great shoe. Plz order one bigger size than usual, 5.0 out of 5 stars
289, Poor quality product, 1.0 out of 5 stars
289, Product is good but size may be vary., 4.0 out of 5 stars
289, Worth buying, 4.0 out of 5 stars
289, Cheap material., 2.0 out of 5 stars
289, Not good, 2.0 out of 5 stars
289, Very good, 5.0 out of 5 stars
289, shine and fine product., 4.0 out of 5 stars
290,The quality is poor don't recommend it,2.0 out of 5 stars
290, One word Nyc, 4.0 out of 5 stars
290, Comfortable, 5.0 out of 5 stars
291,Online shopping is not trusted,1.0 out of 5 stars
291, It's best in this range ..., 4.0 out of 5 stars
291, Bad quality, 1.0 out of 5 stars
291, increase 1 size more, 1.0 out of 5 stars
291, Froud, 1.0 out of 5 stars
292,Very desirable product at this price,5.0 out of 5 stars
292, Copy product, 1.0 out of 5 stars
292, SUPER COMFY SHOES, 5.0 out of 5 stars
292, Price is very good as compared to other shops and all, 5.0 out of 5 stars
292, Since it have a thick inner sole which is comfortable in walking ., 5.0 out of 5 stars
292, Nice, 4.0 out of 5 stars
292, Very good quality fitting and very light at this price, 5.0 out of 5 stars
292, Great product, 5.0 out of 5 stars
292, .nice, 4.0 out of 5 stars
292, Best in everything, 5.0 out of 5 stars
293,Average Quality product Fit is smaller than expected,3.0 out of 5 stars
293, 3.8 Out of 5, 4.0 out of 5 stars
293, Better quality, 5.0 out of 5 stars
293, Good at discounted price, 4.0 out of 5 stars
293, Quality, 4.0 out of 5 stars
293, Good, 5.0 out of 5 stars
293, Good, 3.0 out of 5 stars
293, quality, 3.0 out of 5 stars
293, 👌, 5.0 out of 5 stars
293, Suits your requirement, 5.0 out of 5 stars
294,Good,4.0 out of 5 stars
294, No quality, 2.0 out of 5 stars
294, Must buy, 5.0 out of 5 stars
294, Good, 5.0 out of 5 stars
294, Superb 👌, 5.0 out of 5 stars
294, Bad quality, 1.0 out of 5 stars
294, Mast hai lelo☺️, 4.0 out of 5 stars
295,Excellent,5.0 out of 5 stars
295, Quality is ok and fit is ok, 3.0 out of 5 stars
295, Great for the price!, 5.0 out of 5 stars
295, Best fitting and design for price., 5.0 out of 5 stars
295, Not happy.. bad quality of work., 2.0 out of 5 stars
295, Good product Very light to wear Insole a bit too cushiony but manageable., 4.0 out of 5 stars
295, Is good enough except the size problem, 4.0 out of 5 stars
295, Decent product Decently priced no Symmetry, 3.0 out of 5 stars
295, I loved it BOURGE, 5.0 out of 5 stars
295, Required cushion on backside else a perfect product for the price range, 3.0 out of 5 stars
296,Nothing great and nothing bad as well...,3.0 out of 5 stars
296, Disappointed and hurt., 1.0 out of 5 stars
296, Not as good as in image., 3.0 out of 5 stars
296, Very good product, 5.0 out of 5 stars
296, Good product good fitting comfortable, 5.0 out of 5 stars
296, Super product, 5.0 out of 5 stars
296, This is fraud, 1.0 out of 5 stars
296, Stylish shoes in affordable price, 5.0 out of 5 stars
296, Sole is not good as expected but otherwise it is okay, 2.0 out of 5 stars
296, Attractive!!! Buy-worthy !, 5.0 out of 5 stars
297,Nice shoes,5.0 out of 5 stars
297, Very light weight, 5.0 out of 5 stars
297, Nice. Very Good.., 4.0 out of 5 stars
297, Jaise dikhay waise quality nahi hai, 3.0 out of 5 stars
298,Comfortable,4.0 out of 5 stars
298, Nice worth it, 5.0 out of 5 stars
298, Good, 4.0 out of 5 stars
298, Shoew, 4.0 out of 5 stars
298, Worth buy, 5.0 out of 5 stars
298, Nice, 5.0 out of 5 stars
299,So So,1.0 out of 5 stars
299, Go for better one like sega, 2.0 out of 5 stars
299, Good product but poor services, 3.0 out of 5 stars
299, Worth for money, 3.0 out of 5 stars
299, It may be ok for walking short distance but definitely not for running. Pain in toes, 2.0 out of 5 stars
299, Very low quality don't buy it, 1.0 out of 5 stars
299, Quality, 5.0 out of 5 stars
299, Not satisfactory, 1.0 out of 5 stars
299, Ok ok quality not good at all, 1.0 out of 5 stars
299, Just go for it...., 5.0 out of 5 stars
300,Good,4.0 out of 5 stars
300, MRP printed in shoe is 499 but it is sold at 599, 2.0 out of 5 stars
300, good ok product, 3.0 out of 5 stars
300, Worthy but check the size, 4.0 out of 5 stars
300, Good.... nyzzz 👍👍👍😁, 5.0 out of 5 stars
300, Very good product you can buy it if you like it., 5.0 out of 5 stars
300, Fantastic boots, 5.0 out of 5 stars
300, Awesome, 4.0 out of 5 stars
300, Value of money, 5.0 out of 5 stars
300, overcharged MRP, 3.0 out of 5 stars
301,Worthy,5.0 out of 5 stars
301, Stylish and professional look, 5.0 out of 5 stars
301, Totally Satisfied, 5.0 out of 5 stars
301, Satisfying product, 4.0 out of 5 stars
301, Premium at its best in that price, 4.0 out of 5 stars
301, finishing is great, 4.0 out of 5 stars
301, Shoe looks dam standard, 5.0 out of 5 stars
301, nice product, 5.0 out of 5 stars
301, Amazing Product Quality And Value For Money, 5.0 out of 5 stars
301, Good, 4.0 out of 5 stars
302,Value for money,3.0 out of 5 stars
302, Looks good but heel cushion is required, 4.0 out of 5 stars
302, Perfect for badminton!, 5.0 out of 5 stars
302, Usage after 5 months, 3.0 out of 5 stars
302, Comfortable fits well for female too. Shoe lace looks old though, 4.0 out of 5 stars
302, Good, 4.0 out of 5 stars
302, Good shoes below 1K, 5.0 out of 5 stars
302, Too silver shade and buy sizer bigger than normal., 3.0 out of 5 stars
302, Very bad product for Badminton purpose, 1.0 out of 5 stars
302, best for beginners, 4.0 out of 5 stars
303,Worth buyinggood product at this Price.,4.0 out of 5 stars
303, Good shows for lovely price.. at Rs 750. Go for it, 4.0 out of 5 stars
303, Friendly fit for feet, 5.0 out of 5 stars
303, Superb, 5.0 out of 5 stars
303, ALL IN ONE, 5.0 out of 5 stars
303, good product, 4.0 out of 5 stars
303, Size and fitting issue, 3.0 out of 5 stars
303, Fully satisfied, 5.0 out of 5 stars
303, Campus shoe, 4.0 out of 5 stars
303, Shoe is really good and comfortable also, 4.0 out of 5 stars
304,Looks good. But does not lasts long.,1.0 out of 5 stars
304, Order one size lesser, 3.0 out of 5 stars
304, Best quality product for its prize, 4.0 out of 5 stars
304, Bata the best as always., 5.0 out of 5 stars
304, Fabulous, 5.0 out of 5 stars
304, This product is good ch is broken looking like a damegd product, 4.0 out of 5 stars
304, Nice and comfortable fit, 5.0 out of 5 stars
304, can not be bata, 1.0 out of 5 stars
304, Sole quality not good, 1.0 out of 5 stars
304, Used shoes with bit damages on front, 2.0 out of 5 stars
305,Quality not upto mark,1.0 out of 5 stars
305, Product quantity is poor, 1.0 out of 5 stars
305, Thanks, 5.0 out of 5 stars
305, Product dammag, 1.0 out of 5 stars
305, Shoes review, 1.0 out of 5 stars
305, Quality must be maintained as per price., 3.0 out of 5 stars
305, Good product, 5.0 out of 5 stars
305, Good product, 5.0 out of 5 stars
305, GOOD PRODUCT, 5.0 out of 5 stars
305, Qlity Bakwaas, 1.0 out of 5 stars
306,It's very good,4.0 out of 5 stars
306, Cool Comfortable stylish, 4.0 out of 5 stars
306, Good, 5.0 out of 5 stars
306, Amazon should careful while packing the products, 3.0 out of 5 stars
306, Good product, 4.0 out of 5 stars
306, Item chenge, 1.0 out of 5 stars
306, Cheap quality products, 1.0 out of 5 stars
306, Maddy Perfect Combo Pack of 3 Multicolored Men's Casual Sneakers, 2.0 out of 5 stars
306, Good product, 5.0 out of 5 stars
306, Above average, 4.0 out of 5 stars
307,Colour shape and size a perfect fit!!,4.0 out of 5 stars
307, Bad experience, 2.0 out of 5 stars
307, Beautiful, 4.0 out of 5 stars
307, Good product, 5.0 out of 5 stars
307, Excellent, 5.0 out of 5 stars
307, Fit is the main issue, 3.0 out of 5 stars
307, Perfect, 5.0 out of 5 stars
307, It's not comfortable, 3.0 out of 5 stars
307, Awesome product..must try, 5.0 out of 5 stars
307, Nice, 4.0 out of 5 stars
308,Feel like an ordinary shoe. Have had few redtape shoes before but this dont match the feel.,2.0 out of 5 stars
308, Not so great product, 3.0 out of 5 stars
308, A size bigger than usual might work, 1.0 out of 5 stars
308, Duplicate, 1.0 out of 5 stars
308, very good product, 4.0 out of 5 stars
308, Awesome product., 5.0 out of 5 stars
308, Good, 4.0 out of 5 stars
308, Nice product, 4.0 out of 5 stars
308, Okay, 1.0 out of 5 stars
308, Value for money, 4.0 out of 5 stars
309,Good,4.0 out of 5 stars
309, Good, 4.0 out of 5 stars
309, Good, 4.0 out of 5 stars
309, Not good!, 1.0 out of 5 stars
309, Fitting issues, 1.0 out of 5 stars
309, Product, 4.0 out of 5 stars
309, Need improvement, 4.0 out of 5 stars
309, Nice, 4.0 out of 5 stars
309, Over pricing, 5.0 out of 5 stars
309, Nice one, 3.0 out of 5 stars
310,Not priced correct .....dout its bata,1.0 out of 5 stars
310, Good product, 4.0 out of 5 stars
310, nice, 5.0 out of 5 stars
310, very bad service ..., 1.0 out of 5 stars
310, Go for it, 4.0 out of 5 stars
310, Auper quality and fit, 5.0 out of 5 stars
310, Best, 4.0 out of 5 stars
310, Very very good product, 5.0 out of 5 stars
310, Good, 4.0 out of 5 stars
310, Nice one but it from here, 4.0 out of 5 stars
311,A great product at a great price.,4.0 out of 5 stars
311, Below par, 2.0 out of 5 stars
311, Comfortable, 4.0 out of 5 stars
311, Very comfortable, 5.0 out of 5 stars
311, Go for it, 5.0 out of 5 stars
311, Chief and best, 5.0 out of 5 stars
311, Faltu me liya, 1.0 out of 5 stars
311, Wait for Price to slash up to 450-500, 5.0 out of 5 stars
311, Good, 4.0 out of 5 stars
311, ❤️, 5.0 out of 5 stars
312,Acceptable shoes for daily usage(with compromise of course),3.0 out of 5 stars
312, Very cheap quality.., 1.0 out of 5 stars
312, Comfortable as expected, 5.0 out of 5 stars
312, Mmmm you get what you pay for?, 2.0 out of 5 stars
312, Go for it, 4.0 out of 5 stars
312, Extremely Comfortable for people with 11+ Size, 5.0 out of 5 stars
312, Worst experience ever, 1.0 out of 5 stars
312, Five Stars, 5.0 out of 5 stars
312, Excellent fit., 5.0 out of 5 stars
312, Not happy with the product, 1.0 out of 5 stars
313,Very good shoes,5.0 out of 5 stars
314,Step out & play,5.0 out of 5 stars
314, Overall review, 5.0 out of 5 stars
314, Size is not perfect. Not for Hard Ground, 4.0 out of 5 stars
314, NOT COMFORTABLE AT ALL !!!!, 1.0 out of 5 stars
314, Very uncomfortable for my feet plus size was wrong., 1.0 out of 5 stars
314, Bad quality, 2.0 out of 5 stars
314, quality is better than expected, 5.0 out of 5 stars
314, These shoes are smaller, 1.0 out of 5 stars
314, Very good, 5.0 out of 5 stars
314, Absolute waste of money, 1.0 out of 5 stars
315,I will complaint in police station,1.0 out of 5 stars
315, Nice, 5.0 out of 5 stars
315, Nice product., 5.0 out of 5 stars
315, Please make a stock for size 11 for the same product., 4.0 out of 5 stars
315, Nice one.thanks for this., 5.0 out of 5 stars
315, Nice, 5.0 out of 5 stars
315, Fit and comfortable, 5.0 out of 5 stars
315, Comfortable and budget friendly 😊😍, 5.0 out of 5 stars
315, Be cautious with the design, 1.0 out of 5 stars
315, Bad packing, 5.0 out of 5 stars
316,Item model is different,1.0 out of 5 stars
316, complain against refund, 1.0 out of 5 stars
316, Bad Quality, 1.0 out of 5 stars
316, Colour is not the same as in amazon app, 3.0 out of 5 stars
316, This shoes is not from Lancer. This is some fake company selling with name of Lancer., 2.0 out of 5 stars
316, One Star, 1.0 out of 5 stars
316, Not worth, 1.0 out of 5 stars
316, Left shoes narrower than right, 1.0 out of 5 stars
316, Not good... Really don't like..., 1.0 out of 5 stars
316, Worst, 1.0 out of 5 stars
317,Fake product,1.0 out of 5 stars
317, Good quality, 4.0 out of 5 stars
317, RUN RUN RUN!!!!, 5.0 out of 5 stars
317, Awosome, 5.0 out of 5 stars
317, Product review, 4.0 out of 5 stars
317, Just after 4 days of use..its laces hole got wide while tightening.Not recommended, 2.0 out of 5 stars
317, As Expected, 3.0 out of 5 stars
317, Trendy and bright, 5.0 out of 5 stars
317, Do look out for size.. else look wise awesome !! Need to test for durability though.., 4.0 out of 5 stars
317, Perfect for running and very stylish, 5.0 out of 5 stars
318,It's fake product.. don't buy,1.0 out of 5 stars
318, Cheap products like 250Rs shoes, 1.0 out of 5 stars
318, Study  light weight comfortable  great in looks, 5.0 out of 5 stars
318, Looks, 1.0 out of 5 stars
318, Barcode not found seems like fist copy, 2.0 out of 5 stars
318, Packaging Is Garbage., 2.0 out of 5 stars
318, Super, 5.0 out of 5 stars
318, Perfect, 5.0 out of 5 stars
318, Very good product, 3.0 out of 5 stars
318, Fake Ones, 1.0 out of 5 stars
319,not for workout or exercise,1.0 out of 5 stars
319, very heavy and very hard sole . just no to flexiblity and not for broad foots..., 3.0 out of 5 stars
319, Highly uncomfortable, 1.0 out of 5 stars
319, Good shoes with price, 4.0 out of 5 stars
319, Below expectation, 1.0 out of 5 stars
319, Very hard shoes, 1.0 out of 5 stars
319, Nyc but to large in out side, 3.0 out of 5 stars
319, Nice shoes, 4.0 out of 5 stars
319, So Hard Bottom Sole. 😡😡😡, 1.0 out of 5 stars
319, Awesome brand, 5.0 out of 5 stars
320,MUST BUY!!!,4.0 out of 5 stars
320, I Hit 5 stars, 5.0 out of 5 stars
320, ADIDAS SPORTS SHOES, 5.0 out of 5 stars
320, Fake & duplicate product, 5.0 out of 5 stars
320, It soaks water from road to make your feet complete wet, 1.0 out of 5 stars
320, Good productlight weight, 5.0 out of 5 stars
320, Confused., 3.0 out of 5 stars
320, Great quality for money but no arch support!, 5.0 out of 5 stars
320, NOT FOR GYM OR RUNNING AT ALL., 2.0 out of 5 stars
320, Don't Buy! Disappointing! Shoes are just for 90 days! (as mentioned), 1.0 out of 5 stars
321,Duplicate products,1.0 out of 5 stars
321, Light weight, 4.0 out of 5 stars
321, Worth it! Go for it!, 5.0 out of 5 stars
321, Worst Quality, 2.0 out of 5 stars
321, Duplicate productreturned it already, 1.0 out of 5 stars
321, Worst shoe with a label of adidas. Beware., 1.0 out of 5 stars
321, Nice product 👌, 3.0 out of 5 stars
321, Not good. Sole wore within 2-3 weeks..., 1.0 out of 5 stars
321, Doesn't seem like original quality, 1.0 out of 5 stars
321, Looks like copy product, 2.0 out of 5 stars
322,Don't buy fake shoes + worst grip  please read all the review and decide,1.0 out of 5 stars
322, Not for wet surface, 3.0 out of 5 stars
322, Very good go for it, 5.0 out of 5 stars
322, Fits as expected and nice quality, 4.0 out of 5 stars
322, Fake product, 1.0 out of 5 stars
322, Comfortable shoes, 5.0 out of 5 stars
322, looks good for the price., 5.0 out of 5 stars
322, Really Satisfying purchase., 5.0 out of 5 stars
322, Terrific, 5.0 out of 5 stars
322, Part good part bad..., 3.0 out of 5 stars
323,very comfortable shoes,4.0 out of 5 stars
323, Decent Shoes, 4.0 out of 5 stars
323, मेरे मनपसंद जूते।, 5.0 out of 5 stars
323, Cheap Quality product ….!!!! Rebook Branding missing from shoes, 1.0 out of 5 stars
323, I m confused, 1.0 out of 5 stars
323, Comfort, 5.0 out of 5 stars
323, Comfortable and soft one, 4.0 out of 5 stars
323, 🤘🏻, 5.0 out of 5 stars
323, Very Comfortable, 5.0 out of 5 stars
323, Good, 5.0 out of 5 stars
324,Runing items,3.0 out of 5 stars
324, Fake product don't buy., 1.0 out of 5 stars
324, Awesome shoe, 3.0 out of 5 stars
324, awesome, 4.0 out of 5 stars
324, It’s s not original Adidas it’s first copy., 1.0 out of 5 stars
324, Perfect, 5.0 out of 5 stars
324, Light weight product, 5.0 out of 5 stars
324, Good, 4.0 out of 5 stars
324, Good, 5.0 out of 5 stars
324, Great product, 4.0 out of 5 stars
325,Surprisingly good air cushioned shoes at ₹1670.,3.0 out of 5 stars
325, shoes too heavy, 2.0 out of 5 stars
325, Spectacular for the price, 5.0 out of 5 stars
325, Worst shoes ever, 1.0 out of 5 stars
325, Worst saler. No inner sole, 1.0 out of 5 stars
325, Very nice, 4.0 out of 5 stars
325, Good, 5.0 out of 5 stars
325, Heavy weight shoe, 3.0 out of 5 stars
325, Good job, 5.0 out of 5 stars
325, Bad and verry hard sole like stone, 1.0 out of 5 stars
326,Worth it!!!,5.0 out of 5 stars
326, Very vood shoes, 5.0 out of 5 stars
326, It's copy not original, 1.0 out of 5 stars
326, Very good looking fit and comfortable, 5.0 out of 5 stars
327,This shoes are parfect size comfortable and price,5.0 out of 5 stars
327, Good and nice product😍😋, 5.0 out of 5 stars
327, super ..duper shoes .. thank you amazone .., 5.0 out of 5 stars
327, Very good product, 5.0 out of 5 stars
328,Good,5.0 out of 5 stars
328, Poor quality, 1.0 out of 5 stars
329,Great Product Verified as Original,5.0 out of 5 stars
329, Misleading sizes from Adidas, 4.0 out of 5 stars
329, Worst packaging...., 2.0 out of 5 stars
329, Value for Money, 5.0 out of 5 stars
329, Product seems good.. Early delivery.. Bad packaging, 4.0 out of 5 stars
329, Fake product, 1.0 out of 5 stars
329, Bad quality of Shoes, 1.0 out of 5 stars
329, Quality, 4.0 out of 5 stars
329, Excellent product, 5.0 out of 5 stars
329, Rahul, 3.0 out of 5 stars
330,After 1 day use,5.0 out of 5 stars
330, Why no one can pick the return product, 1.0 out of 5 stars
330, It's good width is little small Very low weight quite comfortable, 5.0 out of 5 stars
330, Good Quality for the price, 5.0 out of 5 stars
330, It was absolutely good, 5.0 out of 5 stars
331,Cheap duplicate item being sold by amazon (Cloudtail) !!,1.0 out of 5 stars
331, Good  could be better in packaging, 2.0 out of 5 stars
331, Buy one size bigger, 5.0 out of 5 stars
331," In Return they ask extra items"" BE ALERT """, 1.0 out of 5 stars
331, Superb product, 5.0 out of 5 stars
331, Nice quality. I was not recommended to write this comment., 4.0 out of 5 stars
331, Very nice slippers light weight & smart to look at.., 5.0 out of 5 stars
331, Very comfortable slippers, 5.0 out of 5 stars
331, Feels cheap..!, 1.0 out of 5 stars
331, Very light weight, 4.0 out of 5 stars
332,कुछ नही कहा जा सकता कि यह प्रोडक्ट रीयल है या इसकी कॉपी की गई है।,1.0 out of 5 stars
332, Great Running Shoe, 5.0 out of 5 stars
332, Best product, 5.0 out of 5 stars
332, very light waight and comfort feeling, 4.0 out of 5 stars
332, Shoe is nice but the pasting is 1st copy product, 3.0 out of 5 stars
332, 3rd grade quality, 1.0 out of 5 stars
332, Packing material in not good. Shoes are good but not upto the mark, 3.0 out of 5 stars
332, Very nice, 5.0 out of 5 stars
333,Very nice .. i bought it in 1000-1100,5.0 out of 5 stars
333, Good product, 5.0 out of 5 stars
333, Nice product, 4.0 out of 5 stars
333, Risk of product damag in the packaging, 4.0 out of 5 stars
