Product_id,Review_count,Average_sentiment_score,Average_review_rating
505,10,0.88483846783638,4.1
61,10,0.8361713111400604,4.6
588,10,0.8345607042312622,4.8
883,10,0.832579618692398,4.8
1074,10,0.8263847976922989,4.4
1089,10,0.8263847976922989,4.4
1104,10,0.8263847976922989,4.4
957,10,0.8262503504753113,4.3
478,10,0.8156599462032318,4.0
908,10,0.8153538346290589,4.7
1120,10,0.8145544528961182,4.7
1129,10,0.8145544528961182,4.7
1138,10,0.8145544528961182,4.7
1147,10,0.8145544528961182,4.7
1156,10,0.8145544528961182,4.7
774,10,0.8136301875114441,4.2
434,10,0.8112494230270386,4.3
983,10,0.8102611839771271,4.6
997,10,0.8102611839771271,4.6
1007,10,0.8102611839771271,4.6
1022,10,0.8102611839771271,4.6
427,10,0.8094685256481171,2.6
201,10,0.8092028081417084,3.9
30,10,0.8064278364181519,4.3
161,10,0.8064278364181519,4.3
14,10,0.8044610917568207,3.7
115,10,0.8018114745616913,2.4
193,10,0.8008678436279297,4.2
633,10,0.8007929980754852,4.5
486,10,0.8004819571971893,3.3
548,10,0.7997918605804444,4.3
777,10,0.7997918605804444,4.3
780,10,0.7997918605804444,4.3
596,10,0.7986716449260711,4.4
737,10,0.7986716449260711,4.4
953,10,0.79269580245018,4.8
517,10,0.7911703407764434,3.7
1078,10,0.7909765064716339,5.0
1093,10,0.7909765064716339,5.0
1108,10,0.7909765064716339,5.0
459,10,0.7902613699436187,3.0
165,10,0.7901065587997437,4.1
185,10,0.7901065587997437,4.1
586,10,0.7900854766368866,4.7
645,10,0.78928262591362,3.9
752,10,0.7884563356637955,4.0
225,10,0.7858739525079728,4.1
873,10,0.7853638976812363,4.2
714,10,0.7846348941326141,4.1
118,10,0.7844784379005432,1.9
711,10,0.7832485467195511,3.7
748,10,0.7825937122106552,3.4
192,10,0.7821785628795623,4.3
653,10,0.7802675008773804,4.3
948,10,0.7775465667247772,4.3
874,10,0.7769438713788986,4.6
181,10,0.7767431676387787,4.1
564,10,0.7755752265453338,4.1
799,10,0.7755752265453338,4.1
289,10,0.7710630655288696,3.3
292,10,0.7708412498235703,4.4
301,10,0.7703970193862915,4.6
318,10,0.7689546793699265,2.6
438,10,0.7689546793699265,2.6
237,10,0.7687675386667252,4.6
785,10,0.7687334328889847,4.3
786,10,0.7687334328889847,4.3
595,10,0.7682654470205307,3.4
2,10,0.7679828345775604,4.4
889,10,0.7674230992794037,4.4
385,10,0.7672658830881118,4.1
356,10,0.7666654944419861,3.8
511,10,0.7666654944419861,3.8
244,10,0.7661531686782836,4.4
77,10,0.764506071805954,4.0
94,10,0.7643633306026458,4.1
1035,10,0.7629100382328033,3.4
1040,10,0.7629100382328033,3.4
686,10,0.7628275096416474,4.3
637,10,0.7621520966291427,4.1
44,10,0.7619245797395706,4.2
922,10,0.7615235447883606,4.6
576,10,0.7615073800086976,4.3
825,10,0.7612261116504669,4.7
970,10,0.7608646214008331,4.7
982,10,0.7608646214008331,4.7
996,10,0.7608646214008331,4.7
1006,10,0.7608646214008331,4.7
1021,10,0.7608646214008331,4.7
1198,10,0.7602391898632049,4.4
1206,10,0.7602391898632049,4.4
1214,10,0.7602391898632049,4.4
1222,10,0.7602391898632049,4.4
1230,10,0.7602391898632049,4.4
597,10,0.7601316183805465,4.0
594,10,0.7592658787965775,4.3
700,10,0.7592658787965775,4.3
538,10,0.7591823220252991,4.0
168,10,0.7589983075857163,4.4
307,10,0.7585345506668091,4.0
525,10,0.7582420825958252,4.7
671,10,0.7582420825958252,4.7
36,10,0.7575350224971771,3.9
312,10,0.756535530090332,3.2
871,10,0.7564577460289001,4.0
205,10,0.7562025755643844,4.1
917,10,0.7558507740497589,3.9
463,10,0.7548310309648514,4.4
568,10,0.7548310309648514,4.4
195,10,0.7545637607574462,4.1
286,10,0.7540445834398269,4.9
964,10,0.753908884525299,4.4
906,10,0.7535244345664978,4.3
397,10,0.753496527671814,4.1
619,10,0.7531482577323914,2.5
121,10,0.7528400301933289,4.2
530,10,0.7519440710544586,4.3
937,10,0.7509979605674744,4.3
971,10,0.7509979605674744,4.3
984,10,0.7509979605674744,4.3
986,10,0.7509979605674744,4.3
999,10,0.7509979605674744,4.3
1008,10,0.7509979605674744,4.3
1010,10,0.7509979605674744,4.3
1023,10,0.7509979605674744,4.3
423,10,0.7502866953611373,3.4
864,10,0.7501261115074158,3.2
503,10,0.7499541282653809,3.4
683,10,0.7499541282653809,3.4
685,10,0.7497810781002044,3.8
374,10,0.7496238678693772,4.6
475,10,0.7496195435523987,3.6
3,10,0.7487516105175018,3.3
985,10,0.748398506641388,3.9
998,10,0.748398506641388,3.9
1009,10,0.748398506641388,3.9
1024,10,0.748398506641388,3.9
872,10,0.7481792271137238,3.9
80,10,0.7477810174226761,3.1
232,10,0.747640186548233,4.3
881,10,0.7474376261234283,4.1
766,10,0.747404246032238,4.2
419,10,0.7473440110683441,3.1
580,10,0.7468950927257538,3.8
208,10,0.746822053194046,2.9
415,10,0.746726992726326,2.8
405,10,0.7464156776666642,2.1
454,10,0.7463580697774888,3.8
928,10,0.746291670203209,3.5
349,10,0.745708242058754,3.4
690,10,0.7456838428974152,2.6
772,10,0.745498314499855,3.1
800,10,0.7451839804649353,4.0
658,10,0.7450670808553695,3.4
324,10,0.7444795161485672,3.5
868,10,0.7441048592329025,4.2
691,10,0.744092607498169,3.8
164,10,0.7440910816192627,4.4
6,10,0.7433674097061157,3.1
203,10,0.7429472118616104,4.0
858,10,0.7426292955875397,3.6
1195,10,0.742025351524353,4.7
1203,10,0.742025351524353,4.7
1211,10,0.742025351524353,4.7
1219,10,0.742025351524353,4.7
1227,10,0.742025351524353,4.7
213,10,0.7419725358486176,4.6
222,10,0.7419725358486176,4.6
254,10,0.7418607771396637,4.2
646,10,0.7414147287607193,4.1
226,10,0.7412362098693848,4.5
607,10,0.7411177635192872,3.2
541,10,0.7410655230283737,3.1
567,10,0.7408761531114578,4.1
54,10,0.7406805068254471,3.5
544,10,0.740612605214119,4.0
601,10,0.7399383127689362,4.0
252,10,0.7397096186876297,4.1
1037,10,0.7396710902452469,3.8
960,10,0.7389084845781326,4.5
1183,10,0.7388570606708527,4.1
465,10,0.7388537287712097,2.5
569,10,0.7388537287712097,2.5
663,10,0.7386639326810837,3.8
638,10,0.7379054844379425,3.0
40,10,0.7366702556610107,3.5
384,10,0.7364284723997117,3.3
518,10,0.7364284723997117,3.3
639,10,0.7360251486301422,4.6
